topic,url,index,ratings,total
Personal Finance,http://www.getmoneyrich.com/is-it-a-good-time-to-invest-in-gold-and-silver/,1400,"0,0,0,0,0",0
Personal Finance,http://www.investopedia.com/financial-edge/0611/Why-You-Should-Not-Invest-In-Gold-In-2011.aspx,1401,"0,0,0,0,0",0
Personal Finance,http://www.bankrate.com/finance/debt/is-it-time-to-buy-gold--1.aspx,1402,"0,0,0,0,0",0
Personal Finance,http://www.goldsenze.com/qa-is-it-good-time-to-invest-in-gold-righ-now-or-it-will-go-down/,1403,"0,0,0,0,0",0
Personal Finance,http://www.savvywomeninvesting.com/519,1404,"0,0,0,0,0",0
Personal Finance,http://www.moneywise.co.uk/news/2011-08-24/now-good-time-to-invest-gold,1405,"0,0,0,0,0",0
Personal Finance,http://www.rediff.com/money/report/chat-transcript-is-this-a-good-time-to-invest-in-gold/20100423.htm,1406,"0,0,0,0,0",0
Personal Finance,http://www.refinedinvestments.com/2011/06/28/why-is-it-the-right-time-to-invest-in-gold/,1407,"0,0,0,0,0",0
Personal Finance,http://money.stackexchange.com/questions/10267/when-is-a-good-time-to-invest-in-gold-in-what-situations-is-the-price-of-gold-l,1408,"0,0,0,0,0",0
Personal Finance,http://businesstoday.intoday.in/story/gold-silver-prices-do-not-invest-in-gold-silver/1/21992.html,1409,"0,0,0,0,0",0
Personal Finance,http://answers.yahoo.com/question/index?qid=20110928124627AA6D9HC,1410,"0,0,0,0,0",0
Personal Finance,http://askville.amazon.com/time-invest-GOLD/AnswerViewer.do?requestId=85643448,1411,"0,0,0,0,0",0
Personal Finance,http://www.goldsenze.com/is-this-a-good-time-to-invest-in-gold-2/,1412,"0,0,0,0,0",0
Personal Finance,http://research.microsoft.com/en-us/projects/credibility/web_credibility_expert_ratings_for_test_set.xlsx,1413,"0,0,0,0,0",0
Personal Finance,http://www.pennsylvania.com/articles/1098-now_is_a_good_time_to_invest_in_gold.html,1414,"0,0,0,0,0",0
Personal Finance,http://lonelyconservative.com/2011/11/now-may-be-a-good-time-to-invest-in-gold/,1415,"0,0,0,0,0",0
Personal Finance,http://howtoinvestingold.us/?p=8608,1416,"0,0,0,0,0",0
Personal Finance,http://molinarojustin8.typepad.com/blog/2012/03/question-is-it-a-good-time-to-invest-in-gold-gold-investment.html,1417,"0,0,0,0,0",0
Personal Finance,http://www.moneycontrol.com/news/gold/many-ways-to-investgold-which-is-best-option_641164.html,1418,"0,0,0,0,0",0
Personal Finance,http://english.cri.cn/7146/2011/10/14/1942s662795.htm,1419,"0,0,0,0,0",0
Personal Finance,http://forum.aramcoexpats.com/viewtopic.php?f=28&t=2850,1420,"0,0,0,0,0",0
Personal Finance,http://zeenews.india.com/business/videos/good-time-to-invest-in-gold_630.html,1421,"0,0,0,0,0",0
Personal Finance,http://in.answers.yahoo.com/question/index?qid=20120324111248AAM6wa9,1422,"0,0,0,0,0",0
Personal Finance,http://www.businessknowledgesource.com/investing/is_gold_a_good_investment_023626.html,1423,"0,0,0,0,0",0
Personal Finance,http://www.goodreturns.in/personal-finance/investment/2011/06/greece-downgraded-good-time-to-invest-in-gold.html,1424,"0,0,0,0,0",0
Personal Finance,http://www.icmj.com/article.php?id=142&keywords=What,1425,"0,0,0,0,0",0
Personal Finance,http://www.phonesreview.co.uk/2011/04/26/silver-gold-2011-app-good-time-to-invest/,1426,"0,0,0,0,0",0
Personal Finance,http://www.moneyweek.com/investments/precious-metals-and-gems/gold,1427,"0,0,0,0,0",0
Personal Finance,http://www.essortment.com/investing-gold-basic-tips-advice-returns-investment-17710.html,1428,"0,0,0,0,0",0
Personal Finance,http://www.goldsenze.com/is-this-a-good-time-to-invest-in-gold/,1429,"0,0,0,0,0",0
Personal Finance,http://www.faithandfinance.org/2011/04/is-gold-a-good-investment/,1430,"0,0,0,0,0",0
Personal Finance,http://www.moneycrashers.com/buying-gold-good-investment/,1431,"0,0,0,0,0",0
Personal Finance,http://www.youtube.com/watch?v=9IPmRJsAYhg,1432,"0,0,0,0,0",0
Personal Finance,http://www.investmentu.com/2012/February/is-it-a-good-time-to-invest.html,1433,"0,0,0,0,0",0
Personal Finance,http://buying-gold.goldprice.org/2006/03/when-is-best-time-to-buy-gold.html,1434,"0,0,0,0,0",0
Celebrities,http://www.ladygaga.com/news/,1435,"0,0,0,0,0",0
Celebrities,http://entertainment.inquirer.net/?p=41643,1436,"0,0,0,0,0",0
Celebrities,http://www.mb.com.ph/articles/360015/palace-will-not-block-lady-gaga-s-concert,1437,"0,0,0,0,0",0
Celebrities,http://www.thejakartaglobe.com/jakarta/lady-gaga-permit-still-up-in-the-air-national-police/518789,1438,"0,0,0,0,0",0
Celebrities,http://thestar.com.my/news/story.asp?file=/2012/5/20/asia/11324972&sec=asia,1439,"0,0,0,0,0",0
Celebrities,http://twitter.com/Ladygaga,1440,"0,0,0,0,0",0
Celebrities,http://www.facebook.com/ladygaga,1441,"0,0,0,0,0",0
Celebrities,http://news.yahoo.com/filipino-christian-conservatives-denounce-lady-gaga-concert-143707848.html,1442,"0,0,0,0,0",0
