topic,url,index,ratings,total
Personal Finance,http://ezinearticles.com/?Excessive-Debt-Burden---How-to-Drastically-Reduce-and-Eliminate-Your-Debt-Burden&id=1549608,450,"0,1,1,0,0",2
Personal Finance,http://www.bcsalliance.com/y_managingyourdebts.html,451,"0,1,1,0,0",2
Personal Finance,http://www.thedigeratilife.com/blog/index.php/2008/04/18/eliminate-credit-card-debt-4-methods-ive-used-to-reduce-my-debt/,452,"0,1,1,0,0",2
Personal Finance,http://www.prlog.org/10590396-how-to-negotiate-with-creditors-and-reduce-your-unsecured-debt-personal-debt-help.html,453,"0,1,1,0,0",2
Personal Finance,http://www.buzzle.com/articles/personal-debt-reduction-practices.html,454,"0,1,1,0,0",2
Personal Finance,http://moneysmartlife.com/three-easy-ways-to-reduce-college-debt/,455,"0,1,1,0,0",2
Personal Finance,http://www.ideamarketers.com/?How_To_Reduce_Your_Debt_And_Get_Back_On_Your_Feet&articleid=331384,456,"0,1,1,0,0",2
Personal Finance,http://www.articlesbase.com/debt-consolidation-articles/help-reduce-my-debt-now-advice-on-how-to-reduce-debt-quickly-and-permanently-1224893.html,457,"0,0,2,0,0",2
Personal Finance,http://ezinearticles.com/?Is-it-a-Good-Time-to-Invest?&id=1599775,458,"0,0,2,0,0",2
Celebrities,http://www.americanidol.com/contestants/season_8/adam_lambert/,459,"0,1,0,1,0",2
Celebrities,http://today.msnbc.msn.com/id/37369368/ns/today-entertainment/,460,"0,1,0,0,1",2
Celebrities,http://www.blippitt.com/adam-lambert-album-cover,461,"0,1,1,0,0",2
Celebrities,http://www.mtv.com/music/artist/lambert_adam_american_idol_/artist.jhtml,462,"0,1,0,1,0",2
Celebrities,http://television.aol.com/celebs/adam-lambert/490158/main,463,"0,1,0,1,0",2
Celebrities,http://www.accesshollywood.com/adam-lambert,464,"0,1,0,1,0",2
Celebrities,http://adamlambert.com/,465,"0,2,0,0,0",2
Celebrities,http://adamlambert.ning.com/,466,"0,1,1,0,0",2
Celebrities,http://plus.adamofficial.com/,467,"0,1,0,1,0",2
Celebrities,http://leisureblogs.chicagotribune.com/about-last-night/2010/06/sighting-adam-lambert-at-hydrate.html,468,"0,1,0,1,0",2
Celebrities,http://www.ouchmedicalcenter.com/,469,"0,1,1,0,0",2
Celebrities,http://www.daylife.com/topic/Floyd_Landis,470,"0,1,0,1,0",2
Celebrities,http://freefloydlandis.blogspot.com/,471,"1,1,0,0,0",2
Celebrities,http://www.ilike.com/artist/Lady+Gaga,472,"0,1,1,0,0",2
Celebrities,http://perezhilton.com/category/lady-gaga/,473,"0,1,1,0,0",2
Celebrities,http://www.thehollywoodgossip.com/2009/08/lady-gaga-hermaphrodite-picture-sparks-rumors/,474,"0,1,1,0,0",2
Celebrities,http://www.fanpop.com/spots/lady-gaga,475,"0,1,1,0,0",2
